test
Iter,alpha,theta,kappa,log(sigma_z),log(lambda),mu_x,log(sigma_x),log(mu_z)
1795,0.083865546,0.019858986,-0.035026584,-2.3340864,-4.7562914,-2.5286899,0.30119228,1.1818709
1796,0.08384275,0.01981051,-0.03504418,-2.3186839,-4.7456837,-2.5309029,0.30170837,1.1710634
1797,0.08387337,0.019705482,-0.035178695,-2.3346305,-4.747088,-2.5153046,0.30069563,1.1753354
1798,0.08382195,0.019816007,-0.035026234,-2.3457527,-4.728217,-2.5031643,0.30370638,1.1900243
1799,0.083735034,0.01996432,-0.03506085,-2.3569367,-4.7351046,-2.5034332,0.29279017,1.1997811
1800,0.0838289,0.019831361,-0.03510747,-2.3508484,-4.7348657,-2.4991727,0.2911359,1.1944807
1801,0.08387229,0.019813718,-0.034793697,-2.3428814,-4.7219267,-2.4861014,0.28836435,1.1993126
1802,0.083914675,0.020049911,-0.034771245,-2.3365867,-4.706756,-2.4797232,0.2767022,1.207801
1803,0.08382776,0.020201601,-0.034785055,-2.337636,-4.7081122,-2.4941885,0.2842291,1.2011049
1804,0.08378781,0.020242238,-0.034727897,-2.3321424,-4.7016087,-2.4926167,0.2874261,1.2083541
1805,0.08388158,0.02037656,-0.034771632,-2.326027,-4.6849008,-2.4999099,0.2952645,1.2278739
1806,0.08396035,0.020481698,-0.034724113,-2.3202844,-4.6797547,-2.502592,0.29326856,1.2347097
1807,0.08385927,0.020479247,-0.03480638,-2.3186455,-4.677748,-2.5026264,0.29419678,1.2630634
1808,0.08391692,0.02042996,-0.03512402,-2.3319364,-4.6700444,-2.5102558,0.29727972,1.2563022
1809,0.083911255,0.020371653,-0.03516934,-2.3287914,-4.674704,-2.5102935,0.3091534,1.2461996
1810,0.08407325,0.020476036,-0.035300046,-2.3372602,-4.6703286,-2.5234747,0.32062218,1.2542713
1811,0.084032506,0.020399813,-0.035313644,-2.3388376,-4.696824,-2.5243506,0.33185306,1.2715653
1812,0.08398361,0.020332728,-0.03535199,-2.3393328,-4.697738,-2.5391295,0.31520906,1.2832998
1813,0.08411747,0.020465204,-0.03517434,-2.3421829,-4.676522,-2.5437858,0.32422292,1.2828162
1814,0.084070675,0.020387974,-0.035134107,-2.3450105,-4.682282,-2.5171113,0.33418712,1.2884446
1815,0.084104545,0.020270197,-0.035174422,-2.326954,-4.683913,-2.5164948,0.3370328,1.301868
1816,0.084491424,0.020224914,-0.035323292,-2.33034,-4.682971,-2.5336428,0.33174607,1.3024921
1817,0.08447966,0.02019757,-0.03539751,-2.3223684,-4.67296,-2.5400767,0.34505722,1.3298295
1818,0.08455671,0.020388598,-0.035261977,-2.313926,-4.664268,-2.5381825,0.3425824,1.3537018
1819,0.08434575,0.02046397,-0.035229318,-2.329539,-4.6757803,-2.5242615,0.33938333,1.3517532
1820,0.08419184,0.020414963,-0.035149954,-2.338786,-4.661034,-2.5311642,0.32193592,1.3520082
1821,0.084315814,0.020446997,-0.03520131,-2.3463001,-4.6548276,-2.5212543,0.3352659,1.3485606
1822,0.08430952,0.020443227,-0.035254687,-2.3372872,-4.6654716,-2.5139523,0.33945966,1.3425423
1823,0.08422318,0.020389134,-0.035355173,-2.331709,-4.6537337,-2.5097673,0.32108626,1.3499689
1824,0.084521644,0.020347452,-0.035294473,-2.3228343,-4.6447525,-2.5061955,0.32126182,1.3370929
1825,0.084413566,0.020268599,-0.035280477,-2.3097126,-4.6492805,-2.5118048,0.30830345,1.323417
1826,0.08442952,0.020181177,-0.035334785,-2.2996683,-4.653257,-2.513269,0.3169644,1.3293259
1827,0.08427803,0.019970052,-0.035299342,-2.294328,-4.654362,-2.5231218,0.311352,1.3107891
1828,0.08420291,0.02004178,-0.035248186,-2.296882,-4.648128,-2.536746,0.3156834,1.3067033
1829,0.084062845,0.020138992,-0.03517225,-2.291888,-4.643149,-2.5284061,0.32918116,1.304135
1830,0.0840033,0.020064253,-0.0350178,-2.2965055,-4.635915,-2.5455678,0.32298312,1.3090574
1831,0.08396167,0.020084772,-0.034892082,-2.2859855,-4.642778,-2.5536513,0.31917232,1.3221217
1832,0.08375031,0.019946225,-0.035000473,-2.2707899,-4.648114,-2.5665667,0.32143724,1.3204654
1833,0.08365864,0.019828482,-0.03507405,-2.266789,-4.627849,-2.5805924,0.32883498,1.3340343
1834,0.083767734,0.019800575,-0.035168733,-2.2695973,-4.620896,-2.5666978,0.3255398,1.3309549
1835,0.08383449,0.019851493,-0.03494416,-2.2617173,-4.601162,-2.5660517,0.3324204,1.347129
1836,0.08393752,0.01976257,-0.034896296,-2.282056,-4.6096625,-2.547991,0.3403064,1.3492002
1837,0.08377078,0.019571705,-0.034876853,-2.2706265,-4.5972767,-2.5571628,0.34511414,1.3548597
1838,0.08379177,0.019450698,-0.03482279,-2.2757826,-4.5802355,-2.5648208,0.34118143,1.3498106
1839,0.08360277,0.019572122,-0.034779552,-2.276003,-4.5928845,-2.5812633,0.33486164,1.3434775
1840,0.08367671,0.019638611,-0.034641795,-2.2608967,-4.597504,-2.5898342,0.33828723,1.346802
1841,0.08382155,0.019553496,-0.034640584,-2.2719967,-4.604006,-2.5877345,0.33489415,1.3484108
1842,0.08395196,0.019506142,-0.034746606,-2.2812343,-4.583922,-2.5833664,0.32169178,1.3711294
1843,0.083870836,0.019621832,-0.03491221,-2.287724,-4.5782967,-2.5617929,0.31976995,1.3669865
1844,0.08394062,0.019598857,-0.03482863,-2.3009822,-4.571611,-2.5648015,0.3265518,1.3633822
1845,0.08383785,0.019324971,-0.034644097,-2.293972,-4.585064,-2.5497074,0.32802108,1.3446102
1846,0.08374663,0.019275477,-0.03471888,-2.3020706,-4.579945,-2.5499704,0.33511508,1.3386543
1847,0.083547205,0.019308208,-0.03456778,-2.3079317,-4.5743017,-2.5470946,0.32150936,1.338859
1848,0.08344162,0.019327587,-0.034439515,-2.3044252,-4.5751524,-2.5386555,0.3036483,1.3460983
1849,0.08342573,0.019399755,-0.034311038,-2.3193963,-4.5689445,-2.53642,0.27818438,1.3635826
1850,0.08340886,0.019428683,-0.034337208,-2.319713,-4.566219,-2.5341225,0.26318344,1.3631804
1851,0.083442055,0.019300979,-0.034389924,-2.3203344,-4.5625105,-2.5332003,0.2763796,1.3590485
1852,0.08341127,0.019180387,-0.034293924,-2.329179,-4.560144,-2.5274546,0.2879628,1.3676597
1853,0.083402485,0.01920717,-0.034416653,-2.320701,-4.56432,-2.5359902,0.29765695,1.368804
1854,0.08329253,0.01911643,-0.034531064,-2.329186,-4.5650363,-2.5409977,0.29170775,1.3675027
1855,0.08329952,0.019189145,-0.03437851,-2.325174,-4.5701365,-2.551581,0.29271713,1.3761836
1856,0.083213225,0.019074427,-0.03425558,-2.342104,-4.5698647,-2.5655966,0.30107307,1.3731409
1857,0.083183944,0.019126097,-0.034288518,-2.3510754,-4.560335,-2.5804317,0.30326384,1.3755962
1858,0.08310752,0.01892373,-0.034257825,-2.3482323,-4.5391226,-2.564236,0.30872136,1.3834438
1859,0.0831782,0.018948346,-0.03425848,-2.353407,-4.5416293,-2.569731,0.30958682,1.3756785
1860,0.08315713,0.018743,-0.034028653,-2.3622034,-4.547838,-2.5729058,0.3099118,1.3885102
1861,0.08310067,0.018605517,-0.033992924,-2.3691955,-4.553241,-2.5723536,0.32777336,1.3808353
1862,0.08316321,0.018731935,-0.03392159,-2.3722856,-4.5559807,-2.5673585,0.32280225,1.3971795
1863,0.08326078,0.01885554,-0.03405623,-2.3761957,-4.5616503,-2.5663602,0.31763157,1.3829427
1864,0.08324587,0.018842688,-0.034182385,-2.38698,-4.5492024,-2.5468452,0.32966343,1.377074
1865,0.0832537,0.018930163,-0.034192644,-2.3843098,-4.5517206,-2.5533686,0.32130563,1.3870534
1866,0.0833498,0.019098744,-0.03414469,-2.3524413,-4.5531306,-2.5637856,0.33466682,1.3611453
1867,0.083365716,0.019041143,-0.034021128,-2.3516088,-4.5478053,-2.5687823,0.3403873,1.3745667
1868,0.08317982,0.01899787,-0.034104098,-2.3616338,-4.5665,-2.5468416,0.34323728,1.3460963
1869,0.08311739,0.018831722,-0.034016117,-2.3535256,-4.556296,-2.5608459,0.34411877,1.3392429
1870,0.0831534,0.018864762,-0.034011792,-2.3397627,-4.5677757,-2.5589206,0.35147783,1.34379
1871,0.08339058,0.018917382,-0.033883035,-2.3226383,-4.5501003,-2.5682147,0.3510272,1.3351536
1872,0.08351557,0.01873227,-0.033599693,-2.3242033,-4.571232,-2.5712106,0.3591822,1.3277578
1873,0.08327037,0.018832754,-0.033570316,-2.3284848,-4.5823164,-2.569246,0.3639614,1.3315661
1874,0.08327182,0.018699262,-0.033434425,-2.33423,-4.592177,-2.5776076,0.3538236,1.3270689
1875,0.08328911,0.018788606,-0.03359621,-2.3357,-4.593656,-2.5753868,0.3454885,1.3284231
1876,0.08319365,0.018740967,-0.033413544,-2.344692,-4.5942297,-2.5796006,0.3373087,1.3231317
1877,0.08326916,0.01867809,-0.033622798,-2.3485353,-4.5828657,-2.5881882,0.34068152,1.3464671
1878,0.083380185,0.018681582,-0.03365129,-2.3641052,-4.587959,-2.601214,0.33842522,1.3361841
1879,0.08359217,0.018477349,-0.033625253,-2.3485305,-4.589444,-2.594258,0.34076664,1.3383131
1880,0.08357439,0.018495971,-0.033557694,-2.35912,-4.599393,-2.5949566,0.3382505,1.338788
1881,0.08371498,0.018420868,-0.03367719,-2.3535726,-4.6057053,-2.5948005,0.34011987,1.3303183
1882,0.083708115,0.01833211,-0.033719447,-2.3591504,-4.6138306,-2.6152039,0.34694022,1.3339725
1883,0.08376536,0.018428767,-0.033628415,-2.3493187,-4.617652,-2.6203463,0.31933317,1.3201798
1884,0.083723664,0.018349376,-0.03351874,-2.35552,-4.6260896,-2.6091397,0.3166765,1.3188231
1885,0.083584525,0.018281367,-0.033545386,-2.3706634,-4.6294312,-2.6071038,0.3166939,1.3249087
1886,0.0837341,0.018398691,-0.03355752,-2.369668,-4.62439,-2.591773,0.3223948,1.3165065
1887,0.08388288,0.018413667,-0.03355202,-2.3601468,-4.6159644,-2.5791857,0.33784798,1.3203366
1888,0.08391143,0.018489169,-0.033508185,-2.3589926,-4.6162024,-2.5870755,0.3271216,1.3195096
1889,0.08373172,0.018446567,-0.033486385,-2.3637314,-4.590907,-2.597687,0.32505232,1.3228995
1890,0.0836327,0.018472409,-0.033447597,-2.3707945,-4.5799375,-2.5890496,0.32674235,1.328508
1891,0.08364153,0.01837437,-0.033576667,-2.3728156,-4.570811,-2.5809896,0.34224308,1.3335757
1892,0.083485685,0.018345678,-0.033617873,-2.3843546,-4.5639553,-2.5918505,0.34804532,1.3374146
1893,0.08347299,0.018345432,-0.033576023,-2.387045,-4.561443,-2.5834374,0.34583074,1.348541
1894,0.08350919,0.018234055,-0.033532884,-2.3804924,-4.5697556,-2.5726407,0.3408237,1.332356
1895,0.08347537,0.018159736,-0.033733845,-2.3749175,-4.5813107,-2.5691874,0.35422844,1.3210858
1896,0.08351603,0.018103031,-0.033834644,-2.3794422,-4.5731626,-2.5655723,0.347086,1.3124615
1897,0.08357308,0.018082906,-0.034056988,-2.3795004,-4.5843234,-2.5616696,0.34625122,1.3302368
1898,0.08351186,0.018163137,-0.03418781,-2.4055488,-4.5767326,-2.5858152,0.33643922,1.3269808
1899,0.083285026,0.018085724,-0.03430294,-2.419688,-4.583058,-2.5863693,0.34768677,1.3330504
1900,0.083512224,0.017999804,-0.034226075,-2.4097915,-4.569801,-2.587618,0.35473126,1.3269575
1901,0.083484784,0.017959535,-0.034126803,-2.411854,-4.561036,-2.5967278,0.35866976,1.3233086
1902,0.08346636,0.01791003,-0.03403588,-2.4190395,-4.5653634,-2.6029704,0.3730546,1.3071375
1903,0.08344225,0.018041393,-0.033945844,-2.434569,-4.573601,-2.593967,0.35771593,1.3068218
1904,0.08360524,0.018057235,-0.03386151,-2.4414704,-4.5626216,-2.6022158,0.3546519,1.2951909
1905,0.08364831,0.017940331,-0.03390527,-2.4457912,-4.5760765,-2.6162045,0.35328245,1.2792053
1906,0.08360894,0.01788417,-0.033790912,-2.4491735,-4.5730925,-2.6116483,0.35949504,1.2820458
1907,0.0836059,0.017787147,-0.033842206,-2.4356298,-4.590362,-2.6288586,0.37099543,1.2795553
1908,0.083619386,0.017856138,-0.034026805,-2.4194236,-4.59548,-2.6356616,0.35084325,1.2830546
1909,0.083590075,0.017933626,-0.033968452,-2.413909,-4.579642,-2.638093,0.36283624,1.2914865
1910,0.08362888,0.018056449,-0.034073412,-2.4099224,-4.5738425,-2.6143613,0.37583014,1.2770281
1911,0.083798,0.018278757,-0.034022894,-2.4082289,-4.5614986,-2.6192045,0.38805312,1.2818158
1912,0.08388177,0.018333592,-0.033977896,-2.4168892,-4.5657086,-2.6253765,0.38760722,1.2841797
1913,0.08392678,0.018540565,-0.0340708,-2.4207158,-4.5703316,-2.6387112,0.38260648,1.2856392
1914,0.084056176,0.018435767,-0.03410888,-2.420718,-4.565678,-2.6377044,0.3895563,1.2820092
1915,0.08388371,0.018356727,-0.034150872,-2.4199755,-4.569128,-2.628983,0.38502416,1.291418
1916,0.08400635,0.0184139,-0.034055006,-2.437423,-4.57228,-2.635626,0.35971022,1.2752705
1917,0.08399629,0.018463861,-0.03412893,-2.4508727,-4.5755625,-2.6282449,0.35968608,1.2872137
1918,0.083966285,0.01864455,-0.034175865,-2.4430628,-4.585605,-2.6475883,0.36187553,1.295394
1919,0.083819255,0.018764084,-0.034107406,-2.447177,-4.5875506,-2.6366518,0.34245366,1.2906067
1920,0.08386584,0.018638315,-0.033955947,-2.4532528,-4.5806217,-2.6352143,0.3403985,1.3006088
1921,0.083691195,0.018601572,-0.033971146,-2.441643,-4.58075,-2.6310213,0.3449544,1.2985468
1922,0.083617404,0.018688822,-0.03399711,-2.451012,-4.568783,-2.6312912,0.34226516,1.2937156
1923,0.0836185,0.018687487,-0.034030046,-2.4460025,-4.5628796,-2.636206,0.34140754,1.2882632
1924,0.08352316,0.018652236,-0.03419605,-2.448397,-4.5494843,-2.6413028,0.34743086,1.2995106
1925,0.08347858,0.018718421,-0.03404802,-2.4599276,-4.5639253,-2.644693,0.3421757,1.2999178
1926,0.083415985,0.018613048,-0.034115,-2.4682255,-4.5489254,-2.645917,0.34011063,1.3270645
1927,0.08334226,0.018326063,-0.034054004,-2.469997,-4.531372,-2.6586442,0.33596128,1.3041428
1928,0.08333677,0.018372584,-0.034142025,-2.4924545,-4.5188003,-2.6461072,0.32253838,1.3010771
1929,0.08322967,0.018365085,-0.03419211,-2.4856493,-4.5116587,-2.6709073,0.30806965,1.2914085
1930,0.08319011,0.01832615,-0.034181327,-2.4755402,-4.499191,-2.6746027,0.3085083,1.2798709
1931,0.08329037,0.018347237,-0.034214426,-2.4823208,-4.492505,-2.6810443,0.30101347,1.2924368
1932,0.08325198,0.018301234,-0.03437154,-2.4918244,-4.4949965,-2.675,0.2981468,1.3102562
1933,0.08305234,0.018271148,-0.034223624,-2.478884,-4.496596,-2.6735613,0.2915163,1.2957824
1934,0.08302542,0.01817309,-0.03425478,-2.4772985,-4.496759,-2.666558,0.30803442,1.2934058
1935,0.0832912,0.018077442,-0.03421599,-2.4873965,-4.4974327,-2.6635747,0.30374092,1.3082318
1936,0.08316097,0.017881332,-0.034287762,-2.4972956,-4.5113945,-2.6454358,0.31131735,1.3119403
1937,0.08317042,0.017818807,-0.034306716,-2.5072377,-4.499241,-2.6497421,0.29973978,1.2979797
1938,0.08307962,0.017780574,-0.0342862,-2.5163293,-4.5016294,-2.6506238,0.29386514,1.2767537
1939,0.083100855,0.017767962,-0.03410165,-2.5101528,-4.5025616,-2.641874,0.29532534,1.2779778
1940,0.08320478,0.017805386,-0.034038357,-2.5194144,-4.501417,-2.6559052,0.287869,1.2845743
1941,0.083401054,0.017747365,-0.03405371,-2.5156236,-4.488981,-2.6556826,0.2840321,1.2895904
1942,0.08335262,0.017778182,-0.0342498,-2.5205178,-4.492903,-2.666783,0.29211393,1.2992363
1943,0.083282776,0.017715137,-0.03430977,-2.5195756,-4.4998517,-2.6670244,0.27944112,1.2952882
1944,0.0833217,0.017708963,-0.03434842,-2.5106175,-4.492779,-2.6631074,0.28129935,1.2981751
1945,0.08334537,0.017586552,-0.034314554,-2.4934838,-4.480727,-2.6705508,0.24876079,1.2958467
1946,0.0833662,0.017533166,-0.034131594,-2.491155,-4.4805403,-2.669729,0.23689184,1.3104628
1947,0.083357506,0.01766095,-0.033958055,-2.4859555,-4.4672127,-2.6574895,0.22078335,1.3164254
1948,0.083188094,0.01754763,-0.033861075,-2.473161,-4.483571,-2.6560981,0.2192625,1.3112857
1949,0.08311607,0.017415747,-0.033868242,-2.4684215,-4.493601,-2.6579986,0.23344761,1.3131924
1950,0.08298532,0.017463053,-0.03391113,-2.4674573,-4.5061975,-2.6535728,0.2207769,1.3155944
1951,0.08294316,0.017456928,-0.033785783,-2.4797213,-4.51507,-2.6454816,0.2080239,1.3086038
1952,0.08296512,0.01745334,-0.033697315,-2.4801683,-4.5047956,-2.6386213,0.21974571,1.3050061
1953,0.08319133,0.017428394,-0.033515703,-2.4860587,-4.5051384,-2.6401823,0.23980495,1.3128874
1954,0.08301331,0.017407095,-0.033513986,-2.4889672,-4.504151,-2.6454163,0.25311643,1.3145001
1955,0.08301618,0.017303158,-0.033462815,-2.4998999,-4.500789,-2.6295972,0.25199634,1.3080163
1956,0.08301514,0.017392546,-0.03357688,-2.537882,-4.497361,-2.6268027,0.2460138,1.308851
1957,0.08289895,0.017315168,-0.033698056,-2.546709,-4.4997773,-2.6264486,0.23939085,1.3141237
1958,0.08306761,0.017299583,-0.033740833,-2.5204203,-4.481647,-2.6182487,0.22877218,1.3350049
1959,0.082981534,0.017239172,-0.03384921,-2.5305839,-4.4820647,-2.6112764,0.22797586,1.342782
1960,0.08286711,0.017168935,-0.033898912,-2.5240474,-4.4772816,-2.6128027,0.24095403,1.3646235
1961,0.08280399,0.017152872,-0.033985034,-2.5413036,-4.468111,-2.6411982,0.24498132,1.3602294
1962,0.08277582,0.01736257,-0.03398047,-2.551722,-4.465368,-2.644981,0.23613697,1.3680483
1963,0.082935505,0.017583417,-0.03376944,-2.552205,-4.4504704,-2.649105,0.2346665,1.3543305
1964,0.08289343,0.017525109,-0.03364897,-2.554032,-4.4434876,-2.6343787,0.21786304,1.3269039
1965,0.08283151,0.017543819,-0.03371306,-2.5576863,-4.443356,-2.6516647,0.2143782,1.3314556
1966,0.08289262,0.017757203,-0.033770204,-2.570404,-4.4391465,-2.633219,0.19700605,1.3165153
1967,0.08303063,0.01789501,-0.033662494,-2.566601,-4.4196734,-2.6226156,0.20169862,1.3305138
1968,0.08313201,0.017987559,-0.033793036,-2.573774,-4.4046073,-2.610608,0.19926678,1.3583567
1969,0.08295976,0.017916167,-0.03384285,-2.5809681,-4.398205,-2.6040137,0.20331027,1.3617198
1970,0.08300018,0.017935824,-0.033972576,-2.5848196,-4.4110837,-2.6001728,0.21678686,1.3652768
1971,0.08310969,0.01791268,-0.034143567,-2.5878513,-4.406444,-2.5870562,0.22573741,1.3634354
1972,0.08293131,0.017961044,-0.034257587,-2.59462,-4.4114566,-2.5887527,0.21465188,1.3642048
1973,0.083108276,0.017881006,-0.03424875,-2.5984914,-4.418386,-2.5926692,0.2241326,1.3609611
1974,0.08326403,0.017900614,-0.034309268,-2.6027465,-4.414932,-2.6061623,0.2138463,1.3373839
1975,0.08315804,0.017957205,-0.034226067,-2.6116378,-4.4188333,-2.6032536,0.20466495,1.3379369
1976,0.08312659,0.01781365,-0.034416,-2.6106424,-4.4333744,-2.6035595,0.20480353,1.3477496
1977,0.08308615,0.017898535,-0.03446878,-2.6175747,-4.4316206,-2.6077888,0.21096797,1.3498337
1978,0.08299373,0.017867683,-0.034431167,-2.6246917,-4.4251065,-2.5982413,0.19196963,1.3474305
1979,0.083054714,0.018142372,-0.034403093,-2.6309311,-4.4314146,-2.6158576,0.18511465,1.3655076
1980,0.08300168,0.018087976,-0.03451923,-2.637087,-4.446427,-2.6172316,0.17404623,1.3538302
1981,0.08316599,0.017969118,-0.03454102,-2.6342716,-4.4630656,-2.6282215,0.16306366,1.3564899
1982,0.083135165,0.017954838,-0.034613296,-2.6268785,-4.4521155,-2.6248612,0.1480352,1.3475906
1983,0.08328453,0.017997136,-0.03473688,-2.6191745,-4.4582224,-2.619855,0.15207756,1.351131
1984,0.08334005,0.018057173,-0.034562606,-2.6196108,-4.452638,-2.6235435,0.16721359,1.3553504
1985,0.08338694,0.017921153,-0.034462824,-2.614344,-4.4676886,-2.614519,0.16344117,1.3415712
1986,0.083464496,0.017764619,-0.03445315,-2.5940409,-4.47133,-2.596538,0.16829142,1.3432064
1987,0.08339214,0.017670048,-0.034652818,-2.5876179,-4.4726763,-2.5922322,0.15571433,1.3498231
1988,0.08343419,0.017626774,-0.034684535,-2.5837471,-4.4717665,-2.5938015,0.1350521,1.3395904
1989,0.08363111,0.017689686,-0.0346774,-2.5923,-4.4757614,-2.6004395,0.13404262,1.3544717
1990,0.08367326,0.017758446,-0.034646798,-2.585325,-4.47801,-2.5941126,0.13444695,1.3561394
1991,0.08369801,0.017697718,-0.03458795,-2.5795512,-4.4764695,-2.5877388,0.13020816,1.3643384
1992,0.08369402,0.017780408,-0.03461703,-2.6042757,-4.481056,-2.5798712,0.12524647,1.3699976
1993,0.08364119,0.017976707,-0.03477684,-2.5907621,-4.48071,-2.596673,0.1115235,1.3624818
1994,0.083691895,0.018108359,-0.03492809,-2.59746,-4.4915195,-2.594477,0.09948063,1.3810066
1995,0.08364146,0.018288128,-0.03497619,-2.596913,-4.473119,-2.5906613,0.08230354,1.3864924
1996,0.0836942,0.01823727,-0.034987193,-2.5945745,-4.4656043,-2.578859,0.0826127,1.3723494
1997,0.08375624,0.01839942,-0.035108153,-2.5882404,-4.466208,-2.5814598,0.08351626,1.3698316
1998,0.0836884,0.018570054,-0.035049036,-2.5880432,-4.4776,-2.5882308,0.087657385,1.3751574
1999,0.08375299,0.018415125,-0.03513809,-2.566718,-4.4894943,-2.5868127,0.10327324,1.3865077
2000,0.08370807,0.018301938,-0.03521847,-2.5595171,-4.4807997,-2.6015067,0.09179456,1.3975425
2001,0.08391101,0.018215032,-0.03520488,-2.5436723,-4.482129,-2.6017363,0.0943404,1.394806
2002,0.08385049,0.018115368,-0.03493044,-2.5511363,-4.5033407,-2.6045659,0.08893352,1.3967572
2003,0.083792254,0.018005094,-0.034969922,-2.5592177,-4.512823,-2.5957258,0.07859174,1.4125206
2004,0.08381555,0.017908502,-0.035183802,-2.551823,-4.5100584,-2.5849328,0.08048804,1.3950697
2005,0.08378629,0.017925652,-0.03503457,-2.5539954,-4.5033255,-2.583659,0.088438794,1.3914685
2006,0.08361887,0.01797596,-0.035062432,-2.5494332,-4.5065894,-2.5741892,0.069830775,1.400046
2007,0.083653994,0.017861973,-0.035102185,-2.5522342,-4.4922833,-2.573314,0.07220557,1.4238361
2008,0.08360294,0.017848773,-0.034980536,-2.559378,-4.497877,-2.5726979,0.08341722,1.4308335
2009,0.083785,0.017763471,-0.03507081,-2.5607424,-4.500277,-2.5875008,0.1042017,1.4177495
2010,0.083861895,0.017671445,-0.034984663,-2.5635982,-4.5070744,-2.581763,0.10263825,1.4010643
2011,0.083837286,0.017541103,-0.034985915,-2.5599372,-4.5062904,-2.583957,0.10579739,1.4045963
2012,0.0839091,0.017587792,-0.034875005,-2.5590873,-4.508625,-2.5726452,0.11259234,1.3979024
2013,0.084017254,0.017579012,-0.034976184,-2.5557978,-4.520281,-2.5672443,0.10106517,1.3958238
2014,0.08396062,0.017580993,-0.034860115,-2.554046,-4.5285873,-2.5650518,0.093857974,1.3942481
